timestamp,heart_rate
0.0,70.20122767798814
1.0,70.66288744466038
2.0,70.77295557197165
3.0,70.78337431892558
4.0,71.28299434349024
5.0,71.46244973908033
6.0,71.21868313833919
7.0,71.52783545605514
8.0,71.63471253772404
9.0,71.37723011828038
10.0,71.4222650684416
11.0,71.28210852604875
12.0,70.97554611302589
13.0,71.10088883549071
14.0,71.13462556678932
15.0,71.29013861986755
16.0,71.63000572550571
17.0,71.82896725998454
18.0,72.36848141576016
19.0,72.65717529409541
20.0,72.73634084071566
21.0,72.75860502537971
22.0,73.0547739012203
23.0,72.90326804325278
24.0,72.83440079089081
25.0,73.00883312991165
26.0,73.28296426034491
27.0,73.43921426633653
28.0,73.39869929167533
29.0,74.09756249206107
30.0,74.11403335344065
31.0,74.98793680513128
32.0,76.17202129364784
33.0,76.13026439360917
34.0,75.87940474090794
35.0,75.56366938180209
36.0,75.57867699920185
37.0,75.51817813004483
38.0,75.97014947705948
39.0,76.01817182962638
40.0,76.43785493462933
41.0,76.6894572522001
42.0,76.39582798421124
43.0,76.1408338305838
44.0,76.04628486410355
45.0,76.30784441515723
46.0,76.45892061578547
47.0,76.41925329922944
48.0,76.6403627539133
49.0,76.66287321170928
50.0,76.31853156457565
51.0,76.36967596625878
52.0,76.92108474214322
53.0,77.03020015296156
54.0,76.92213678795727
55.0,76.97354690925152
56.0,76.89045888843182
57.0,76.84751556540739
58.0,75.65375668996451
59.0,74.86802102201783
60.0,74.66241065547793
61.0,74.30603790767643
62.0,74.21791263140094
63.0,74.5248861836628
64.0,74.48297808858969
65.0,74.83584902158104
66.0,75.07391833068418
67.0,74.70456595008471
68.0,74.42352655796259
69.0,74.6592991394346
70.0,74.36110945253613
71.0,74.50740106869311
72.0,74.01426715079668
73.0,74.0043576648434
74.0,73.6084475541526
75.0,73.44650206070709
76.0,73.0391271085621
77.0,73.04938614343469
78.0,72.72163188711733
79.0,72.65306030729347
80.0,72.88283157953244
81.0,72.63231600836889
82.0,72.73684815634476
83.0,72.54650422905223
84.0,72.52172343004703
85.0,72.15307897121981
86.0,72.00972493324876
87.0,72.13092013579862
88.0,72.1055703646346
89.0,71.96928577700383
90.0,71.61452030694471
91.0,71.50481047669997
92.0,71.17222926507901
93.0,70.7073775367414
94.0,70.41906295999365
95.0,70.45695038547764
96.0,70.36799934874605
97.0,70.2433789514685
98.0,70.09641882373883
99.0,69.79616690151693
100.0,69.51835914838496
101.0,69.1998272078215
102.0,69.0575886899074
103.0,69.26488404073439
104.0,69.5701256843006
105.0,69.5180779927927
106.0,69.57530927705412
107.0,69.43886760217998
108.0,68.82156995891572
109.0,68.2875239092119
110.0,68.11452494695513
111.0,68.40705866195593
112.0,68.236542489956
113.0,68.53548951173201
114.0,68.39069292822936
115.0,68.00385523784486
116.0,67.60095550643996
117.0,67.65337559769027
118.0,67.61734562248903
119.0,67.31112757110546
120.0,67.69691266861487
121.0,67.68736888635091
122.0,68.15676901809503
123.0,68.3172143759736
124.0,68.18480839888123
125.0,67.67819161448416
126.0,67.86918286888583
127.0,67.54540410825729
128.0,66.69516943115542
129.0,66.80878044314326
130.0,66.61526933632231
131.0,66.59973964993375
132.0,66.43031317777296
133.0,66.96836223748005
134.0,66.72017571885199
135.0,66.79472493763356
136.0,66.7936072535922
137.0,66.66668137106237
138.0,66.34207717595832
139.0,66.7046349699522
140.0,66.39667188957644
141.0,66.22470937090003
142.0,66.48141141577806
143.0,66.5556159991621
144.0,66.0149448621803
145.0,66.04534473714344
146.0,66.09067447496366
147.0,66.0808585343176
148.0,65.33726871090536
149.0,65.02154933529307
150.0,65.14716851542289
151.0,65.09169813990306
152.0,65.09831485960345
153.0,64.91766982505496
154.0,65.23877140182753
155.0,65.49167473392228
156.0,65.2339687443818
157.0,65.33851741539853
158.0,65.32311936900892
159.0,65.14882876478691
160.0,65.33196714331497
161.0,65.45697011578982
162.0,65.57385603524177
163.0,65.91145785569589
164.0,65.9830908330361
165.0,66.19983295515367
166.0,66.38839101634596
167.0,66.1227918228252
168.0,65.94440325902244
169.0,65.70306592616772
170.0,65.39860488725219
171.0,65.61022281541237
172.0,65.91451705614938
173.0,66.35986745760833
174.0,66.63134210402224
175.0,67.04677849251084
176.0,67.03841510718921
177.0,67.64328698366633
178.0,67.72242318128693
179.0,67.67097597210666
180.0,67.2916996638655
181.0,67.56963488576343
182.0,67.112191409746
183.0,67.26378493515455
184.0,67.66630267959579
185.0,68.00473126848749
186.0,67.87993408269755
187.0,67.76481419947699
188.0,67.6778277999957
189.0,67.9013931961426
190.0,68.10738235685174
191.0,68.17772278640162
192.0,68.66683451088089
193.0,68.98593420608164
194.0,68.7916925940308
195.0,68.93435311412134
196.0,69.35064877093255
197.0,69.24354312742516
198.0,69.39462609249505
199.0,69.84045328726485
200.0,70.18337231010143
201.0,70.53954477220985
202.0,70.64950376044048
203.0,70.54697024933381
204.0,70.69394499873086
205.0,70.73559809765787
206.0,70.78258147223956
207.0,71.98247127801602
208.0,72.43694761697924
209.0,72.71255978594549
210.0,72.95073239014029
211.0,74.25160573249195
212.0,74.68993874762988
213.0,74.87267117934041
214.0,74.63415001304823
215.0,74.53704197987396
216.0,74.44850689185783
217.0,74.66437427690644
218.0,75.10943904228562
219.0,75.02183396104044
220.0,75.33495909266507
221.0,75.23509763479548
222.0,75.24692111423889
223.0,75.12121889817247
224.0,75.6237041435351
225.0,75.38370152616362
226.0,75.67249318972388
